,init_text,SOS,ents
83,"Καλημέρα σας,

Σήμερα Τετάρτη 30/3/2022 στις 08:26, πλησιάζοντας στην αφετηρία (ΣΤ. ΚΑΛΛΙΘΕΑΣ) της Γραμμής 219 πλησίον του Ηλεκτικού Σταθμού της Καλλιθέας, είδα να ανάβουν τα πίσω φώτα του λεωφορείου και έτρεξα να το προλάβω. Ήμουν ~20μ. πίσω από το - σταματημένο μπροστά στη στάση ακόμα λεωφορείο - και είδα μια γυναίκα να στέκεται μπροστά στην κλειστή πόρτα του λεωφορείου και να παρακαλεί / κάνει νόημα στον οδηγό να ανοίξει την πόρτα για να επιβιβαστεί. Πλησιάζοντας, έκανα κι εγώ νόημα ενώ έτρεχα να προλάβω κι εγώ να επιβιβαστώ.
Παρά το γεγονός ότι η γυναίκα πρόλαβε ακόμα και να χτυπήσει με τα χέρια της την κλειστή πόρτα του σταματημένου μπροστά στη στάση λεωφορείου, ο οδηγός ξεκίνησε και έφυγε αγνοόντας μας.

Παρακαλώ όπως εξετάσετε το παραπάνω περιστατικό προκειμένου να γίνουν οι κατάλληλες συστάσεις και να επιβληθούν οι προβλεπόμενες κυρώσεις στον οδηγό του λεωφορείου για την, κατά τη γνώμη μου, αδικαιολόγητη / απαράδεκτη συμπεριφορά του.

Εν αναμονή της ενημέρωσής σας για την έκβαση στη διερεύνηση του εν λόγω περιστατικού.

Ευχαριστώ εκ των προτέρων για τις ενέργειές σας.",1,"(χτυπησει,)"
84,"Κυριακή βράδυ, 21.50 στο λεωφορείο 550, με κατεύθυνση προς παλαιό Φάληρο.
Με το που περνάει τη στάση ΣΤΑΔΙΟ, καθήμενη στο πίσω μέρος τέρμα, χτυπάω το κουδούνι για την επόμενη στάση.
Σηκώνομαι και πηγαίνω προς την πορτα, όπου και πατάω δεύτερη και τρίτη φορά άλλα δύο κουδούνια εκεί πέρα, προτού καν περάσει το λεωφορείο το φανάρι της Αγίας Φωτεινής.
Η ένδειξη του stop έχει ανάψει ήδη από το πρώτο κουδούνι που πάτησα, το έβλεπα μπροστά άκου, πίσω από τον πίνακα αναγγελιών στάσεων, που δεν λειτουργούσε σωστά, έγραφε άλλες στάσεις άλλης κατεύθυνσης.
Το φανάρι ανάβει πράσινο και ο οδηγός δεν σταματάει στη στάση ΑΓΙΑ ΦΩΤΕΙΝΗ.
Επειδή είμαστε άνθρωποι και εργαζόμενοι όλοι, υπέθεσα έκανε λάθος οπότε αυτολεξεί λέω ""στάση; Έχω πατήσει στάση"".
Για να λάβω την απάντηση ""τώρα το πάτησες, τώρα το θυμήθηκες""!, λες και είμαστε φιλαράκια ξέρω γω και πάμε για καφέ....
Χωρίς ίχνος επαγγελματισμού συνεχίζει, δεν σταματάει να ανοίξει την πόρτα, ούτε στο κόκκινο φανάρι που μας έπιασε δεν άνοιξε την πόρτα ενώ ήταν τα απόλυτα ασφαλές. 
Εξαντλώντας κάθε αίσθηση μαγκιάς και εξουσίας πάνω σε έναν άλλο εργαζόμενο, βγήκε στη Συγγρού και σταμάτησε στην επόμενη στάση, με αποτέλεσμα να έχω χάσει 3 πιθανά λεωφορεία και τρόλεϊ για να συνεχίσω την διαδρομή μου.
Αγένεια, αντιεπαγγελματισμος, παρανοημενη αίσθηση εξουσίας ενός εργαζόμενου προς έναν άλλο εργαζόμενο, με αποτέλεσμα να περπατήσω άλλα 6 τετράγωνα και να περιμένω άλλα 30 λεπτά στη στάση Κυριακή βράδυ για να έρθει κάποιο λεωφορείο να πάω στο σπίτι μου.
Να τονίσω ότι ο συγκεκριμένος οδηγός, από την επιβίβαση μου στη στάση ΠΕΡΊΠΤΕΡΟ, στις 21.24 περίπου, και καθόλη την διάρκεια της διαδρομής οδηγούσε απερίσκεπτα, πέρασε πολλάκις πορτοκαλι φανάρι ανεβάζοντας την ταχύτητα.
Δεδομένου πως πληρώνουμε 27 ευρώ για τις μετακινήσεις μας κάθε μήνα, που δεν μας περισσεύουν, το μόνο που ζητάω είναι να γνωστοποιήθει σε αυτόν τον αντιεπαγγελματια ότι άφησε μια εργαζόμενη στον δρόμο μόνο και μόνο για να αποδείξει ότι έχει εξουσία, επειδή κρατάει ένα τιμόνι λεωφορείου.
Τουλάχιστον άθλιο .
Κρίμα και ντροπή, γιατί οι ίδιοι εργαζόμενοι είμαστε που σας στηρίζουμε στις κινητοποιήσεις σας κάθε φορά.
Αν ήθελε να πέσω στο επίπεδο του και να τον βρίσω, μάλλον πρέπει να αναθεωρήσει την άποψη του για τον επαγγελματισμο.",1,"(χτυπαω,)"
85,"Καλησπέρα σας , παρακαλώ παρά πολύ επικοινωνήστε το συντομότερη δυνατό . 
Η μητέρα μου αρκετά συχνά χρησιμοποιεί το λεωφορείο ώστε να πηγαίνει στην δουλειά της. Πολλές φορές ενώ σηκώνει το χέρι ώστε να σταματήσει το λεωφορείο ο οδηγός δεν σταματάει ποτέ . Το περιστατικό αυτό συμβαίνει συχνά ( τουλάχιστον 7-8 φορές ) ωστόσο κάθε φορά έλεγα πως ίσως να μην την βλέπεις αλλά είναι πλέον είναι αδύνατον γιατί βγαίνει στη μέση του δρόμου και έπειτα από μια συζήτηση που είδε με τον οδηγό ο οποίος επιθετικά της είπε πως δεν θα την ξανά πάρει γιατί λέει ποτέ δεν χτυπάει εισιτήριο . Ωστόσο η μητέρα μου είναι εγγεγραμμένη στον ΟΑΕΔ και σε συνέπεια έχει την καρτα άνεργου. Το προσωπικό ειλικρινά είναι συνεχώς επιθετικό ενώ η γυναίκα απλώς θέλει να πηγαίνει στην δουλειά της χωρίς κάθε φορά να κλαίει σαν μικρό παιδί για την συμπεριφορά του οδηγού. Ειλικρινά είναι πολύ στενάχωρη η κατάσταση και επίτρεψε μου να την χαρακτηρίσω και απαράδεκτη.",1,"(επιθετικα, χτυπαει, επιθετικο)"
86,"ΟΠΩΣ ΞΕΚΙΝΗΣΕ ΤΟ ΛΕΩΦΟΡΕΙΟ ΑΠΟ ΤΗΝ ΣΤΑΣΗ ΜΕ ΤΟ ΠΙΣΩ ΤΟΥ ΜΕΡΟΣ ΒΡΗΚΕ ΤΗΝ ΟΡΟΦΗ ΤΗΣ ΣΤΑΣΗΣ ΕΞΩ ΑΠΟ ΤΟ ΥΠ ΜΕΤΑΦΟΡΩΝ ΤΟΥ ΧΟΛΑΡΓΟΥ ΣΤΟ ΡΕΥΜΑ ΠΡΟΣ ΓΕΦΥΡΑ ΤΟΥ ΣΤΑΥΡΟΥ ΜΕ ΑΠΟΤΕΛΕΣΜΑ  ΝΑ ΤΗΣ ΣΠΑΣΕΙ,ΑΦΟΥ ΔΕΝ ΕΔΩΣΕ ΚΑΜΙΑ ΣΗΜΑΣΙΑ ΣΥΝΕΧΙΣΕ ΚΑΙ ΠΕΤΑΞΕ ΟΛΗ ΤΗΝ ΟΡΟΦΗ ΜΑΖΙ ΜΕ ΤΟ ΔΙΑΦΗΜΙΣΤΙΚΟ ΚΑΤΩ ΜΕ ΚΙΝΔΥΝΟ ΘΑΝΑΤΗΦΟΡΟΥ ΑΤΥΧΗΜΑΤΟΣ ΤΩΝ ΠΕΖΩΝ.ΔΕΝ ΣΤΑΜΑΤΗΣΕ ΚΑΝ ΣΗΚΩΘΗΚΕ ΚΑΙ ΕΦΥΓΕ ΧΩΡΙΣ ΚΑΝΕΝΑ ΕΝΔΙΑΦΕΡΟΝ ΑΝ ΧΤΥΠΗΣΕ ΚΑΠΟΙΟΣ.ΥΠΑΡΧΕΙ ΠΕΡΙΠΤΕΡΟ ΜΕ ΚΑΜΕΡΕΣ ΠΟΥ ΕΧΕΙ ΚΑΤΑΓΡΑΨΕΙ ΟΛΟ ΤΟ ΣΥΜΒΑΝ.",1,"(χτυπησε,)"
87,"Σας αναφερω οτι ο οδηγος του λεωφορειου 719 στη 11η σταση Παλατιανης με κατευθυνση προς κεντρο, δεν σταματησε ως οφειλε στη σταση, παρολο που ειμαστε (3)  ατομα προς επιβιβαση και ειχαμε σηκωσει το χερι μας. Διαιστωσα δε οτι ο συγκεκριμενος οδηγος,μιλαγε στο κινητο του κ μας αγνοησε παντελως. Παρακαλω επειδη προτιθεμαι ν κινηθω νομικα, οπως εξετασεται τα καταγγελομενα κ να μου γνωστοποιηθουν τα στοιχεια του συγκεκριμενου οδηγου προκειμενου ν προχωρησω στις απαραιτητες εννομες ενεργειες.",1,"(νομικα,)"
88,"Αγαπητοί Κύριοι
Την 20ην τ.μ. Μαρτίου ημέρα Κυριακή και ώρα 10.20 πρωινή, οδεύων ο κάτωθι υπογεγραμμένος έξωθεν του Ι. Ναού Αγ. Παντελεήμονος Δραπετσώνας, το λεωφορείο υπ’ αριθμ 859, παρά το γεγονός ότι βρισκόμουνα εντελώς στο άκρον του δρόμου, όσο τουλάχιστον μου επέτρεπε ο φράχτης των έργων που διενεργούνται ακριβώς έξω από τον Ναό, το εν λόγω λεωφορείο (859), χωρίς να το αντιληφθώ, με χτύπησε στην αριστερή πλευρά του ώμου και της πλάτης μου, σημειωτέον ότι ο ώμος μου έχει  χειρουργηθεί εσχάτως και βρίσκεται σε ανάρρωση από χειρουργείο στο Ερρίκος Ντυνάν. 
Το λεωφορείο χωρίς προειδοποίηση, κορνάρισμα, ή να κόψει ταχύτητα και χωρίς να καταλάβω ότι έρχονταν από πίσω μου με χτύπησε με σφοδρότητα, χωρίς να σταματήσει, ούτε καν στις φωνές και εκκλήσεις των παραβρισκόμενων ανθρώπων στο σημείο.
Το εντυπωσιακό γεγονός ήταν ότι ο οδηγός του λεωφορείου, δεν είναι μόνο ότι δεν σταμάτησε, αλλά και ότι ήταν και γυναίκα, η οποία ή δεν κατάλαβε την εγκληματική πράξη της, εκτός αν επιδεικτικά αγνόησε και εμένα και τις φωνές των παρεστώτων!!!
Επομένως:
1) ο αριθμός του λεωφορείου, 2) η γραμμή της διαδρομής μπροστά από τον Άγ, Παντελεήμονα, και 3) το γεγονός ότι η οδηγός ήταν γυναίκα, δεν θα ήταν δύσκολο να ανευρεθεί η επικίνδυνη αυτή οδηγός για εγκληματική ενέργεια, για τις πάσης φύσεως ενέργειες, στις οποίες θα προβώ, αν δεν ικανοποιηθώ από τις εξηγήσεις τις οποίες θα μου δώσει η ΙΔΙΑ η οδηγός..

Ο Καταγγέλλων 
Ανδρέας Αλεξάς
6978474194",1,"(χτυπησε, χτυπησε)"
89,"Με αφορμή την νοσηλεία του συζύγου μου στο Νοσοκομείο Αγίων Αναργύρων πληροφορήθηκα την ύπαρξη αστικής γραμμής 604 (νοσοκομείο Μεταμόρφωση Νέα Ιωνία).
Στις 18/3/22 έφτασα στη στάση Παλαιό τέρμα Νέα Ιωνία από τις 9:45 και περίμενα το αστικό. Μέχρι τις 11:10 ουδόλως εμφανίσθη και αναγκάστηκα να πάρω ταξί. Το μεσημέρι της ίδιας μέρας από τις 1:15 περίμενα στην αφετηρία που βρίσκεται 20m από την είσοδο του νοσοκομείου και στις 2:20 άκουσα ότι το αστικό δεν έρχεται μέχρι την αφετηρία αλλά περιμένει 500m στο παρακείμενο δασσυλιο. Ρώτησα τον οδηγό του υπ αριθμού ΥΝΝ 9722 γιατί δεν έρχεται μέχρι την αφετηρία και μου απάντησε ότι: ""έτσι μου είπανε να κάνω"". Τον ρώτησα αν ενημερώσανε με πινακίδες στην αφετηρία το επιβατικό κοινό ώστε να μην περιμένουμε άδικα. Απάντηση δεν πήρα. Φυσικά ούτε στη στάση υπήρχε κάποια ειδοποίηση.
Μετά τα ανωτέρω παρακαλώ να με ενημερώσετε:
1) γιατί δεν πέρασε το αστικό την Παρασκευή 18/3 και αν υπήρξε οποιοδήποτε πρόβλημα γιατί δεν αντικαταστάθηκε δεδομένου ότι πρόκειται για μία μοναδική γραμμή που συνδέει τη Νέα Ιωνία με το νοσοκομείο?
2) τι σημαίνει ""έτσι μου είπανε να κάνω"" ποιος το είπε, με ποιο σκοπό και με ποιο σκεπτικό?
3) αν ενημερώνεται το επιβατικό κοινό για τη μετακίνηση αφετηρίας ώστε να μην περιμένουμε μέσα στο κρύο άδικα και δεδομένου ότι δεν είναι τακτική γραμμή και ότι με αυτήν μετακινούνται συγγενείς ανθρώπων που είναι ασθενείς στο νοσοκομείο?
Σας ευχαριστω για το χρόνο!",1,"(νοσοκομειο, νοσοκομειο, νοσοκομειου, νοσοκομειο, νοσοκομειο)"
90,"Το παράπονο δεν αφορά συγκεκριμένη γραμμή και ώρα αλλά ένα γενικότερο πρόβλημα το οποίο αντιμετωπίζω σε διάφορες περιοχές της Αθήνας. Μπορώ να σας υποδείξω τουλάχιστον τέσσερις στάσεις τις οποίες εμφανίζεται καθημερινά το ίδιο πρόβλημα. Π.χ. Στάση Ευαγγελισμός 060086, 
11η ΛΥΚΑΒΗΤΤΟΥ 060100, 7η ΦΟΡΜΙΩΝΟΣ  060971, ΠΛ. ΣΜΥΡΝΗΣ 140071, ΧΡΕΜΩΝΙΔΟΥ  060733.
Αυτό αφορά τη στάθμευση αυτοκινήτων μπροστά στις στάσεις χωρίς αποβάθρα και την αδυναμία χρήσης των. Πέρα από την κακή κατάσταση των στυλίσκων (βρώμικοι, σκουριασμένοι με σπασμένα πλαστικά) το σημαντικότερο πρόβλημα αποτελεί το ότι αναγκαζόμαστε να στεκόμαστε στον δρόμο με κίνδυνο της ζωής μας, ή στο πεζοδρόμιο και με μεγάλη δυσκολία, κάποιες φορές, αδυναμία να περάσουμε ανάμεσα σε δύο αυτοκίνητα εγκαίρως για να κάνουμε σήμα. 

Οι Δήμοι αδυνατούν να αναλάβουν το πρόβλημα, π.χ. η Δημοτική Αστυνομία Αθηνών μπορεί μόνο να παραδώσει κλήση αλλά όχι να απομακρύνει τα αυτοκίνητα με γερανό, ενώ η Τροχαία δεν κινητοποιείται. 

Ως ΟΑΣΑ, έχετε σκοπό σε συνεργασία με τους Δήμους να εγκαταστήσετε μαλακό εξοπλισμό ή ανάλογο τον οποίο οι μηχανικοί σας θα κρίνουν ως κατάλληλο για να εξασφαλιστεί η ελεύθερη πρόσβασή μας στις υπηρεσίες σας; 

Δεν γνωρίζω εάν η ιεράρχηση που κάνω είναι σωστή, αλλά πιστεύω ότι είναι θεμελιώδες δικαίωμα των χρηστών το οποίο ο ΟΑΣΑ και οι ενδιαφερόμενοι δεν μπορούν να προστατέψουν. 

Με εκτίμηση.",1,"(τεσσερις,)"
91,"Θα ήθελα να μάθω  γιατί άλλοι οδηγοί της γραμμής 604 παίρνουν τους επιβάτες στην στάση έξω από το νοσοκομείο Άγιοι Ανάργυροι & άλλοι είναι  σταθμευμενοι 500Μ μακριά & φεύγουν άδειοι αφήνοντας τον κόσμο 75' για το επόμενο δρομολόγιο,όπως  έγινε σήμερα. Η απάντηση  του οδηγού  αόριστη,λόγω covid,δεν μπορώ  να κάνω αναστροφή!(στον απέραντο χώρο που έχει)..ο καθένας ότι θέλει δηλαδή,περιμένω μια απάντηση",1,"(νοσοκομειο,)"
92,"Σήμερα ενώ ειμασταν στη στάση έξω απ'το νοσοκομείο Άγιοι Ανάργυροι 4 άτομα & περιμέναμε το δρομολόγιο των 10:25 το λεωφορείο το οποίο βρισκόταν σταθμευμένο 500Μ μακριά όταν ήρθε η ώρα να φύγει έστριψε επί τόπου & έφυγε φυσικά άδειο, αφήνοντας μας να περιμένουμε το επόμενο 11:45. Σε παρατήρηση μας όταν μπήκαμε μετά από 75' αναμονής μας είπε ότι λόγω covid δεν πάει στη στάση έξω απ'το νοσοκομείο. Εγώ προσωπικά τις τελευταίες 40 ημέρες είναι η τρίτη φορά που πηγαίνω & πάντα το παίρνω έξω απ'το νοσοκομείο.Θελω να ξέρω ο κάθε οδηγός κάνει ότι του αρέσει?Που είναι τελικά η στάση?",1,"(νοσοκομειο, νοσοκομειο, νοσοκομειοθελω)"
93,"Για πολλοστή φορά, το Τρόλευ Γραμμη 10 (Τζιτζιφιές-Χαλάνδρι) δεν 
εκτέλεσε το δρομολόγιο απο την αφετηρία στις 08:45 πμ. 
Ενώ στην τηλεματική, εμφανίζονται δρομολόγια απο αφετήρία στις 08:30, 08:45, 09:05, το εν λόγω δρομολόγιο δεν πραγματοποιειται, σχεδόν καθημερινά. Πρόκειται για τακτική πλέον μή εκτέλεση δρομολογίου, προφανώς απο ανικανότητα του επόπτη ή σταθμάρχή ή υπευθύνου τηλεματικής. Σε κάθε περίπτωση με συνθήκες πανδημικής  έξαρσης , το επιβατικό κοινό περιπαίζεται και ταλαπωρείται απο υπαλλήλους και τακτικες του ανάρμοστες και απαράδεκτες για ένα πολιτισμένο και τεχνολογικά κτιστησμένο κράος. Παρακαλώ γαι την αποστολή των στοιχείων των υπευθύνων προκειμένου να προχωρήσω στα δέοντα έννομα δικαιώματά μου.",1,"(ταλαπωρειται,)"
94,"Αξιότιμοι κύριοι καλημέρα σας
Θα ήθελα να αναφέρω το σημερινό πρωινό συμβάν το οποίο έλαβε χώρα στη στάση Συγγρού Φιξ. Ο οδηγός (αρ.λεωφ. 6184), ο οποίος σημειωτέον δεν φορούσε ούτε μάσκα) έκλεισε τις πόρτες και ξεκίνησε να φύγει χωρίς να πάρει όλους τους επιβάτες, οι οποίοι χτυπούσαν τις πόρτες. Μεσολάβησα λέγοντας: ""Ανοίξτε σας παρακαλώ την πόρτα"". Σταμάτησε γιατί άναψε κοκκινο το φανάρι, τρέξανε στην μπροστινή πόρτα, χτυπούσανε και του ζητούσανε να ανοίξει. Μπήκανε μέσα τελικά και άρχισε να μου φωνάζει (στον ενικό πάντα) και να με κατηγορεί ότι δεν ακύρωσα το εισιτήριο. Του ζήτησα να μου κάνει έλεγχο και εξακολουθούσε να είναι ειρωνικός μαζί μου. Παρακαλώ να με καλέσετε και να ελέγξετε την κάρτα μου σήμερα το πρωι που την ακύρωσα δύο φορές λόγω μεταβίβασης.( Από το Β2 στο 040) Δεν αποδέχομαι αυτά τα σχόλια χωρίς αποδείξεις. Ας γίνεται και κανένας έλεγχος στα λεωφορεία και στα τρόλευ. Το κράτος χάνει ένα σωρό λεφτά. Η συμπεριφορά εν γένει των οδηγών είναι πολύ καλή. Δυστυχώς υπάρχουν και οι εξαιρέσεις οι οποίες αμαυρώνουν τον κλάδο. Παρακαλώ να του γίνουν συστάσεις για ανάρμοστη συμπεριφορά.
Ευχαριστώ",1,"(χτυπουσαν, χτυπουσανε)"
95,"Έφθασα στην Αθήνα (Αεροδρόμιο Ελευθέριος Βενιζέλος) από Κέρκυρα στις 20:15., Τετάρτη 16-3-2022.
Στις 20:30 ζήτησα από τον οδηγό του Χ95 να μου δώσει εισιτήριο, επειδή τα εκδοτήρια ήταν κλειστά και το μηχάνημα δεν μου φόρτιζε την κάρτα ""άνω των 65 ετών"".
Αρνήθηκε να με εξυπηρετήσει, και επιμένοντας ότι υπήρχε εκδοτήριο ανοικτό μου είπε να φύγω.
Όταν τον ρώτησα σε πόση ώρα θα φύγει μου είπε ""σε 5 λεπτά"".
Στην παρατήρησή μου ότι δεν θα προλάβω, απαξίωσε να απαντήσει.
Έχασα αυτό το λεωφορείο, και για να μην χάσω και το επόμενο, αναγκάστηκα τελικά να βγάλω εισιτήριο των 5,5 Ευρώ, αντί του εισιτηρίου των 2,7 Ευρώ που δικαιούμαι. Όταν ακύρωσα το εισιτήριο κατάλαβα το λάθος μου. 
Το λάθος μου ήταν ότι δεν επανέλαβα το αίτημά μου στον οδηγό του λεωφορείου που έφυγε στις ""21:00"", αφού όπως αποδείχτηκε αυτός ήταν ""άλλος άνθρωπος"".
Ο εργαζόμενος αυτός με ευγένεια και κατανόηση εξυπηρέτησε όλους τους επιβάτες, αλλά για μένα όμως ήταν αργά.
Σας ζητώ να μου πιστώσετε ένα εισιτήριο για το Χ95, σαν ελάχιστη αποζημίωση για όσα υπέστην.
""Προς τούτο""αύριο το πρωί θα επισκεφθώ τα γραφεία σας.
Έχω φυλάξει το εισιτήριο, και την απόδειξη.
Αριθμός κάρτας για ""άνω των 65 ετών"":
3001 0100 2377 5042",1,"(αποζημιωση,)"
96,ΚΑΛΗΣΠΕΡΑ ΣΑΣ ΣΗΜΕΡΑ ΣΤΙΣ 12/03/2022 ΠΕΡΙΜΕΝΑ ΤΟ ΛΕΩΦΟΡΕΙΟ 224 ΣΤΗΝ ΣΤΑΣΗ ΕΥΑΓΓΕΛΙΣΜΟΣ ΑΠΟ ΕΛΕΥΘΕΡΟΥ ΒΕΝΙΖΕΛΟΥ ΠΡΟΣ ΚΑΙΣΑΡΙΑΝΗ ΑΠΟ ΤΙΣ 17.17 ΚΑΙ ΠΕΡΑΣΕ ΣΤΙΣ 17.45 ΔΗΛΑΔΗ ΠΕΡΙΜΕΝΑ ΜΙΣΗ(30 ΛΕΠΤΑ) ΩΡΑ ΑΝΑΜΟΝΗ!!!! ΠΙΣΤΕΥΩ ΟΤΙ ΕΙΝΑΙ ΠΑΡΑ ΠΟΛΥ ΤΟ ΧΡΟΝΙΚΟ ΔΙΑΣΤΗΜΑ ΠΟΥ ΠΕΡΙΜΕΝΑ!!!ΟΤΑΝ ΤΑ ΥΠΟΛΟΙΠΑ ΛΕΩΦΟΡΕΙΑ ΠΕΡΑΣΑΝ ΑΠΟ ΔΥΟ ΦΟΡΕΣ ΘΑ ΗΘΕΛΑ ΝΑ ΕΛΕΓΧΘΕΙ ΚΑΙ ΝΑ ΓΙΝΟΥΝ ΟΙ ΑΠΑΙΡΑΙΤΗΤΕΣ ΣΥΣΤΑΣΕΙΣ ΜΕ ΕΚΤΙΜΙΣΗ ΠΕΤΡΟΣ ΚΑΤΣΑΟΥΝΗΣ,1,"(ελευθερου,)"
97,"Στη γραμμή 14 ενω υπάρχει σήμανση για τις θέσεις καθήμενων  ο κόσμος κάθεται κ σε σύσταση μου σε συνεπιβάτες έλαβα επίθεση.  Απευθυνόμενη στον οδηγό φυσικά δεν έλαβα απάντηση, κ η απάντηση του ήταν να δυναμώσει τα λαϊκά τραγούδια που ακούγαμε όλοι 
Φυσικά κ θα κινηθώ ως ορίζεται ξεκινώντας απο εδω
Σας ευχαριστώ 
Στελλα Κουτσογιάννη",1,"(επιθεση,)"
98,"Στις 14:50 ο οδηγός του λεωφορείου 550 (με αριθμό 6200) από Κηφισιά προς Παλαιό Φάληρο, ενώ βρισκόταν στο τέρμα και δεν είχε ξεκινήσει να κινητό το λεωφορείο και ενώ είδε από τον καθρέφτη του μια κυρία ηλικίας άνω των 50 να του χτυπάει την πόρτα για να της ανοίξει προκειμένου να επιβιβαστεί, την αγνόησε παραβίασε το κόκκινο φανάρι και σταμάτησε στην μέση του δρόμου εμποδίζοντας την διάβαση των πεζών μέχρι την στιγμή που άναψε το πράσινο.
Αυτό ο κύριος που εργάζεται ως οδηγός παραβίασε φωτεινό σηματοδότη, εμπόδισε την διέλευση πεζών , αγνόησε πολίτη που είχε κάθε δικαίωμα να επιβιβαστεί. Επιθυμώ το ονοματεπώνυμο του εν λόγω οδηγού για να του κάνω επώνυμη προσωπική καταγγελία. Το εν λόγω όχημα είχε και κάμερα , επιθυμώ το υλικό για το διάστημα 14:40 -14:30 6/3/2022, προκειμένου να το προσκομίσω στης αρχές. Τέλος επιθυμώ ο υπεύθυνος του τομέα να επικοινωνήσει μαζί για το εν λόγω θέμα",1,"(χτυπαει,)"
99,"Ημέρα: Παρασκευή 04/03/2022 

Ώρα: 20:10 

Μέρος: Λεωφορείο 040 στην σταση ΟΛΥΜΠΙΑΚΗ - κατεύθυνση προς Πειραιά

Σήμερα, Παρασκευή 04/03/2022 στις 20:10 έφτασε το λεωφορείο 040 στην Στάση Ολυμπιακή. Άνοιξε η πόρτα και μπήκαν μερικοί επιβάτες, ένας από αυτούς και εγώ.  Καθώς έμπαινα μέσα, Η ΠΟΡΤΑ ΕΚΛΕΙΣΕ ΠΑΝΩ ΜΟΥ ΔΥΟ ΦΟΡΕΣ.

ΜΕ ΜΑΓΚΩΣΕ μία φορά και μόλις άνοιξε, ΑΜΕΣΩΣ με ξανάκλεισε ΓΙΑ ΔΕΥΤΕΡΗ ΦΟΡΑ και μού χτύπησε το χέρι.

Μπήκα τελικά μέσα και όταν κατέβηκα στην στάση Πλατεία Δαβάκη, πήγα στην πόρτα του οδηγού. Του έκανα νόημα και άνοιξε την πόρτα.

Του είπα ήρεμα ""Προσέχετε τους επιβάτες, με μαγκώσατε δύο φορές με την πόρτα, μην σκοτώσετε κιόλας τους επιβάτες"".

ΑΝΤΙ ΝΑ ΖΗΤΗΣΕΙ ΣΥΓΓΝΩΜΗ, άρχισε :

- να λέει ότι είμαι αποχαυνωμένη επειδή μιλούσα στο κινητό. 
- να λέει ΕΙΡΩΝΙΚΑ ""Ασχολήσου με το κινητό σου και άσε το λεωφορείο""

και άλλα ΕΙΡΩΝΙΚΑ σχόλια

1) Πρώτα από όλα εγώ κρατώντας το κινητό μπήκα με τους άλλους επιβάτες

2) Δεύτερον, δεν τον αφορά αν μιλάω στο κινητό, εφόσον εισέρχομαι ΜΑΖΙ με άλλους επιβάτες

3) Τρίτον, μια φορά να μαγκώσει η πόρτα ίσως να είναι και ανθρώπινο λάθος, αλλά ΔΥΟ ΦΟΡΕΣ ΑΠΑΝΩΤΕΣ, δείχνει ότι ΔΕΝ ΠΡΟΣΕΧΕΙ ΤΙ ΚΑΝΕΙ

και τέλος,

4) Ακόμη και λάθος απροσεξίας να ήταν, ΟΥΤΕ ΚΑΝ ΖΗΤΗΣΕ ΣΥΓΓΝΩΜΗ, δεν παραδέχτηκε το λάθος του και αφού με είχε χτυπήσει δυο φορές με τις πόρτες, μετά ΜΕ ΕΙΡΩΝΕΥΤΗΚΕ και ΜΕ ΠΡΟΣΒΑΛΕ ΜΠΡΟΣΤΑ ΣΕ ΟΛΟΥΣ ΤΟΥΣ ΕΠΙΒΑΤΕΣ.

Είναι απαράδεκτη η συμπεριφορά του, εφόσον ΚΑΙ δεν έκανε καλά την δουλειά του ΚΑΙ τα έριξε στον επιβάτη - δείχνοντας πραγματικό θράσος.

Και φυσικά, αφού με πρόσβαλε, έκλεισε την πόρτα, έβαλε μπρος και έφυγε ΝΙΩΘΟΝΤΑΣ ΟΤΙ ΜΠΟΡΕΙ ΝΑ ΚΑΝΕΙ Ο,ΤΙ ΘΕΛΕΙ, να χτυπάει επιβάτη με τις πόρτες, να προσβάλλει και να φεύγει απτόητος.

Όποιος διαβάζει αυτό το μήνυμά μου, θα παρακαλούσα να σκεφτείτε: πώς θεωρείτε το να σας φερθούν άδικα, να πονάει το χέρι σας αφού σας χτυπήσουν έστω και κατα λάθος, να σας ειρωνεύονται και μετά να ζητάνε και τα ρέστα από πάνω - και να φεύγουν ανενόχλητοι, με την σιγουριά ότι μπορούν να συνεχίζουν να έχουν αυτήν την συμπεριφορά χωρίς καμία επίπτωση.

Με βάση αυτά, θα ζητούσα την κατανόησή σας και θα σας παρακαλούσα να βρείτε ποιος είναι ο συγκεκριμένος οδηγός και να ακολουθηθεί η διαδικασία που προβλέπεται σε περιπτώσεις αμέλειας εργασίας και ανάρμοστης συμπεριφοράς υπαλλήλων σας που μπορεί να βλάψει ακόμα και σωματικά τον επιβάτη.

Σας παρακαλώ να λάβετε υπ'όψιν τα παραπάνω.

Σας ευχαριστώ.


Μετά τιμής,

Χρυσούλα Βαρδαξή",1,"(χτυπησε, χτυπησει, χτυπαει, χτυπησουν)"
